Time,Temperature,Pressure,Altitude,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,GPSFix,GPSLat,GPSLong
17.05575013,24.875,988.11,286.8793774,-8.906085717,-0.007776673,-5.645864925,-0.2807,0.28462,0.38934,-0.145385927,-1.285107745,0.127976267,TRUE,34.059396,-117.821423
18.48525429,25.0625,988.05,287.2543832,-10.22273635,-0.069391855,-0.001794617,-0.43694,0.2891,0.20314,0.175165607,0.530383743,-0.09101892,TRUE,34.059396,-117.821423
19.90267324,25.125,988.1125,287.0668803,-7.034898444,0.240478671,7.336992297,-0.46242,0.26138,-0.07686,0.144927778,-0.448375085,-0.077274453,TRUE,34.059396,-117.821423
21.32534814,24.875,988.0625,286.9418784,-10.21795071,-0.273978188,-0.162711937,-0.4151,0.32914,0.20608,-1.160491236,0.14523321,0.141873452,TRUE,34.059393,-117.821421
22.7421,25.0625,988.0325,287.3793851,-9.837491914,-0.11545369,0.972682387,-0.43386,0.28742,0.19978,0.81397793,0.215024564,-0.061086524,TRUE,34.059391,-117.82142
24.17017913,25,988.055,286.8793774,-9.882357338,0.357128773,1.085145049,-0.43302,0.14014,0.24178,0.098960169,-0.039553524,-0.029168815,TRUE,34.05939,-117.821418
25.59107518,25.4375,988.0325,287.1293812,-9.989436149,-0.21595224,0.050249275,-0.42742,0.26642,0.22736,-0.833220185,0.036346482,0.020922134,TRUE,34.05939,-117.821418
26.93040609,25.625,988.0125,287.3168841,-9.80638522,-0.098105727,1.460219992,-0.43246,0.27706,0.21196,0.089186325,0.03145956,-0.025961773,TRUE,34.05939,-117.821418
28.35033226,25.6875,988.065,287.2543832,-10.10010419,0.260219458,-0.358325184,-0.43162,0.28042,0.21434,0.022143865,-0.000916298,0.009315695,TRUE,34.059388,-117.821418
29.76040912,25.8125,988.02,287.3793851,-9.815358305,-0.040677984,0.867398192,-0.4249,0.2877,0.21308,-0.013133603,-0.05131268,-0.072234814,TRUE,34.059386,-117.821418
31.17742729,25.75,988.0575,287.2543832,-9.970293569,0.067597238,0.609571557,-0.43106,0.29134,0.20538,0.128434416,0.036957347,-0.017867808,TRUE,34.059386,-117.821418
32.60106707,25.8125,988.09,286.9418784,-9.860223729,0.029312077,-0.019142581,-0.41734,0.29078,0.22988,0.399964015,0.06994407,-0.219606053,TRUE,34.059386,-117.821416
34.01054811,25.9375,988.095,287.1293812,-10.11805036,-0.294915385,0.588036154,-0.4235,0.2695,0.24444,-0.070249502,-0.039553524,-0.25534167,TRUE,34.059388,-117.821411
35.42612314,26,988.0825,287.0668803,-10.3016995,0.445663209,-0.776470934,-0.41958,0.26474,0.22974,-0.064446283,0.571006281,0.131641459,TRUE,34.05939,-117.821403
36.85192132,26.125,988.0525,287.2543832,-9.954142016,-0.844666378,0.341575426,-0.4193,0.29414,0.23702,0.078038034,-0.038789943,-0.070402219,TRUE,34.059393,-117.821391
38.26600718,26.3125,988.005,287.1293812,-10.01156976,0.263210486,0.176470667,-0.4361,0.24794,0.2191,0.085521133,0.032986723,-0.138971842,TRUE,34.059396,-117.82138
39.69132805,26.3125,988.02,287.1293812,-10.13898756,1.735992796,0.638883634,-0.44282,0.19978,0.21882,0.042455134,-0.039553524,-0.193644281,TRUE,34.059398,-117.821363
41.10339212,26.4375,988,287.3793851,-8.118248876,5.376074177,-0.276969216,-0.42014,0.04662,0.23912,0.060628375,0.003359759,-0.132710473,TRUE,34.059398,-117.82135
42.52346706,26.625,988.065,287.0668803,-8.122436316,5.771488111,-0.157926292,-0.40418,0.04046,0.25438,0.077274453,-0.014966198,-0.022296581,TRUE,34.0594,-117.821346
43.94284606,26.75,988.0475,287.504387,-8.194819199,5.471787081,-0.362512624,-0.40782,0.0455,0.23268,0.030390546,0.002748894,0.142178884,TRUE,34.0594,-117.821346
45.36931419,26.9375,988.015,287.504387,-9.961320484,0.923629524,-0.609571557,-0.42602,0.25018,0.2303,0.037110063,0.043371432,0.259312294,TRUE,34.0594,-117.821346
46.78082204,26.9375,988.0125,287.2543832,-9.24945576,-2.812762966,-0.238684054,-0.36722,0.39326,0.23324,0.04260785,-0.022449298,0.265879095,TRUE,34.0594,-117.821346
48.19904113,26.75,988.015,287.1918822,-8.124829138,-6.650850417,0.083150585,-0.2779,0.49826,0.21266,0.074372843,0.046731191,-0.020158553,TRUE,34.0594,-117.821346
49.61199808,26.5625,988.055,287.0668803,-7.865207886,-6.0879389,0.357726979,-0.28126,0.48566,0.21616,0.046731191,-0.027641652,-0.017104227,TRUE,34.0594,-117.821346
51.02791119,26.4375,988.0575,287.0668803,-9.699306409,-2.575873529,0.040079779,-0.39018,0.37058,0.2163,0.145538643,0.0140499,-0.51602841,TRUE,34.0594,-117.821348
52.44557619,26.625,988.09,287.2543832,-10.04447107,0.060418771,0.047856452,-0.4403,0.27062,0.22722,0.057421332,0.000610865,-0.077885318,TRUE,34.0594,-117.82135
53.86711907,26.8125,988.0675,286.8168765,-7.401000302,0.427118834,6.920042959,-0.4767,0.25522,-0.03808,0.118507856,0.494342694,-0.088728176,TRUE,34.0594,-117.82135
55.28876114,26.75,988.145,286.8168765,-6.410371745,-0.147756796,7.753941635,-0.45178,0.26194,-0.10934,0.040775255,0.050549098,-0.066126162,TRUE,34.0594,-117.821348
56.71166635,26.5625,988.1075,286.9418784,-7.122834675,-0.139980122,6.906284229,-0.47306,0.2625,-0.07,0.024587326,-0.651793209,-0.012522737,TRUE,34.059398,-117.821348
58.13258433,26.4375,988.055,286.6918746,-9.829715241,-0.348753894,1.26101751,-0.43498,0.28742,0.19208,0.071471233,0.037568212,-0.035277468,TRUE,34.059398,-117.821348
59.54058433,26.8125,988.0975,286.8168765,-8.102695529,-0.622133876,-6.047260916,-0.23702,0.30506,0.38248,-0.057421332,-0.803287788,0.011148291,TRUE,34.059398,-117.821348
60.96046519,26.9375,988.06,286.9418784,-5.960521097,-1.050449121,-8.133802223,-0.11018,0.30926,0.41174,0.063529985,-0.056505035,-0.007788532,TRUE,34.059398,-117.821348
61.01217413,27.5625,988.0375,287.19188220035096,-9.873982459,-1.415952774,-2.335993063,-0.39074,0.37870000000000004,0.20888,0.013286318930806834,0.029321531,-0.060933808,TRUE,34.059398,-117.821348
62.43300819,27.5625,988.05,287.25438315403983,-11.12243765,-0.376271354,-0.627517727,-0.42546,0.35126000000000007,0.15904000000000001,0.039095375244672985,0.040011673,0.25076018028028535,TRUE,34.059398,-117.821346
63.84385514,27.5,988.0275,287.37938506141757,-9.022137613,-0.165702965,2.469991129,-0.46662,0.22022000000000003,0.17108,0.5042692541324617,-0.310930406,-0.284052336,TRUE,34.059398,-117.821346
65.26463938,27.375,987.9925,287.3168841077287,-10.01276617,2.3539392327499997,-2.276770704,-0.45962,0.2933,0.1449,-0.527482133,-0.537408693,-0.328187349,TRUE,34.059398,-117.821346
66.68147421,27.1875,988.0425,287.5043869687953,-10.06181903,2.941377181,-0.154935263,-0.4641,0.28042,0.14882,0.068569623,0.021074851,-0.167682508,TRUE,34.059398,-117.821346
68.09517312,27.0625,987.9975,287.44188601510643,-11.69192943,1.1401799688999998,-0.294915385,-0.4571,0.2639,0.17934,0.4271475178099623,0.052381694,-0.23380867,TRUE,34.0594,-117.821346
69.51940727,27.125,988.02,287.44188601510643,-7.573283529,1.12761765,-0.054436714,-0.45906,0.23254000000000002,0.17836000000000002,0.22372939349002313,0.28557949885757217,0.12538009014014267,TRUE,34.0594,-117.821346
70.94593835,27.3125,987.95,287.8793926909285,-12.33739333,1.8664016279999998,0.035892338999999995,-0.45654,0.21294000000000002,0.19516000000000003,-0.011911872,-0.083535821,-0.225256557,TRUE,34.059398,-117.821346
72.36066127,27.3125,987.93,287.9418936446174,-8.244470268,1.695314812,-0.34097722,-0.46214,0.20174,0.19586,0.001679879,0.17134769931454333,0.030543262,TRUE,34.059398,-117.821346
73.78525043,27.375,988.005,287.62938887617304,-10.77308555,2.522633226,-0.390628289,-0.46382,0.19726000000000002,0.1988,0.038484510006474966,-1.005178749,-0.145080494,TRUE,34.059398,-117.821345
75.19587612,27.3125,987.995,287.44188601510643,-9.18484955,1.3525429746499997,3.7830525305999996,-0.48398,0.21798,0.10094000000000002,0.15989397609833053,0.8199338659712861,-0.094989545,TRUE,34.0594,-117.821343
76.61838222,27.3125,988.005,287.37938506141757,-4.804189575,1.8909280596499998,8.154141215,-0.4277,0.23534000000000002,-0.21042,0.257021549,-0.47051895,0.049327367984489744,TRUE,34.059401,-117.821338
78.04501033,27,988.0375,287.37938506141757,-6.988238403,2.12602288,9.392426910649998,-0.42994,0.15526,-0.19012,0.12476922490194464,0.14782938764391973,-0.340710087,TRUE,34.059403,-117.821333
79.46458125,26.6875,988.0275,287.56688792248417,-4.234697796,0.34337004309999997,6.205187207,-0.44366,0.08302,-0.14938,0.005345071,0.063988134,-0.129808863,TRUE,34.059403,-117.821333
80.89127016,26.6875,988.04,287.25438315403983,-7.304689192,1.351346563,6.808776708299999,-0.47502,0.06594,-0.0455,0.14782938764391973,-0.259312294,-0.251218329,TRUE,34.059405,-117.821331
82.30629706,26.875,988.085,286.9418783855955,-10.08455085,1.9477575963999998,1.4925230967499998,-0.42434,-0.00798,0.17318,0.16325373490841963,0.052839843104128335,-0.041080687,TRUE,34.059405,-117.821331
83.71520209,27.3125,988.06,287.25438315403983,-5.344369277,5.404788048,0.391824701,-0.18634,-0.2401,0.16478000000000004,0.10384709049366261,0.1429424657383356,-0.312457569,TRUE,34.059405,-117.821331
85.13673925,27.5625,987.9375,287.8793926909285,-6.497111565,8.286942869,1.9399809229499998,-0.15022,-0.23338,0.18774000000000002,-0.279623563,0.9489791475406169,-0.109803027,TRUE,34.059405,-117.821331
86.55984044,27.8125,988.025,286.9418783855955,-11.23908775,6.34097989,0.053240302850000004,-0.27426,-0.16954,0.18158000000000002,-0.093615098,0.21120665610696382,1.3461942686788764,TRUE,34.059405,-117.821331
87.97298932,28.0625,988.0775,287.19188220035096,-9.165706969,1.621137312,0.062811593,-0.40306,-0.06622,0.12082000000000001,-0.114689948,0.9428704951586369,0.4503603968614868,TRUE,34.059405,-117.821331
89.39542627,28.1875,988.0775,286.9418783855955,-6.545566222,0.951745189,5.773282728,-0.34314,-0.09198,-0.16786,0.6163630253417975,-0.147218522,-0.321467832,TRUE,34.059405,-117.821333
90.81860924,27.875,988.05,287.37938506141757,-6.442674851,2.278565321,10.867003837899999,-0.17794,-0.12446,-0.2534,0.22586742182371622,-0.169209671,-0.375987554,TRUE,34.059405,-117.821331
92.24166608,27.5625,988.0475,287.25438315403983,-6.018547045,2.8025934702499993,7.7808608895499995,-0.17262,-0.1309,-0.25256,-0.204639855,0.058032198,-0.188451926,TRUE,34.059408,-117.821331
93.66265225,27.4375,988.06,287.1293812466621,-8.076972686,0.751346296,1.9178473138999999,-0.36526,-0.09674,-0.12236,0.027030787,-0.29504791,0.17654005383922644,TRUE,34.05941,-117.82133
95.09474826,27.375,988.0675,286.9418783855955,-11.47777181,0.4037888137499999,3.5724841417999995,-0.38906,-0.0553,-0.13132,0.4596760917440066,-0.102014495,-0.337808477,TRUE,34.059411,-117.821328
96.51094532,27.375,988.095,286.5668726634623,-10.62233773,0.49950171774999996,0.33140593009999997,-0.42882,-0.05082,-0.0651,0.10903944501834574,-0.150425565,-0.464563014,TRUE,34.059411,-117.821326
97.93996739,27.1875,988.1125,286.44187075608454,-5.040480807,1.8227326155499997,-7.180860623,-0.31374,-0.09814,0.26978,-0.110261175,-0.989907118,0.12217304763960309,TRUE,34.059413,-117.821326
99.35996842,27.25,988.16,285.9418631265736,1.632503219,1.3501501520499999,-11.50947671,-0.12502,-0.11158,0.35826,0.12507465752104366,0.595288175,0.1510364301444593,TRUE,34.059411,-117.821326
100.7756994,27.375,988.1925,286.06686503395133,0.429511657,1.346560918,-7.891528935,-0.1617,-0.09926,0.36190000000000005,0.071013084,0.18753562812679073,-0.145691359,TRUE,34.059413,-117.821328
102.1984992,27.375,988.1375,286.25436789501794,-1.3339986,-0.360718007,-9.512666246,-0.15022,-0.11858,0.35854,0.47479500638940747,0.7770205829878756,-0.190742671,TRUE,34.059413,-117.82133
103.6085572,27.375,988.195,286.06686503395133,-9.926624556,5.596812061,-1.707877131,-0.30338,-0.19306,0.03332,0.058032198,0.3443752780341312,0.004734206,TRUE,34.059411,-117.821328
105.0333974,27.3125,988.1375,286.1293659876402,-7.524230666,3.1519455698499996,-0.999003435,-0.34258,-0.1603,0.021560000000000003,0.19517144360426592,0.28802295981036424,0.4437935955508582,TRUE,34.059411,-117.82133
106.4481142,27.3125,988.1775,286.19186694132907,-6.983452758,6.738786647249999,-2.319841511,-0.21546,-0.23506,-0.02786,0.7901541856091329,-0.355370852,-1.531897301,TRUE,34.05941,-117.82133
107.8715425,27.25,988.26,284.9418478675517,0.9385846648499999,9.818349333,-0.383449822,0.10150000000000002,-0.21546,-0.14042,0.20021108181939956,0.31154127148098787,-0.501062212,TRUE,34.05941,-117.82133
109.2783842,27.125,988.36,284.5043411917296,1.126421239,9.202197513949999,-0.848853817,0.12726,-0.23506,-0.0567,0.1866193302694937,0.4807509424618381,0.3672827244665568,TRUE,34.05941,-117.821328
110.7033532,27,988.3425,284.7543450064851,-7.669594639,7.872386354,-3.454637629,-0.15666,-0.26306,0.031360000000000006,-0.055130588,0.8277223977583109,0.8132143483511081,TRUE,34.05941,-117.82133
112.1234922,27.125,988.2925,285.3168535896849,-7.163512659,3.9954155363499995,-2.863012241,-0.29498,-0.19334,0.036120000000000006,0.12507465752104366,0.091935218,0.22999076218155282,TRUE,34.05941,-117.82133
113.5469692,27,988.255,285.7543603,-10.14556782,2.0440687060499996,0.18305092890000002,-0.3689,-0.05082,-0.14406,0.773202675,0.074525559,0.2350304003966864,TRUE,34.05941,-117.82133
114.9718211,26.875,988.3725,284.0043335622187,-9.186045961,2.464607278,1.1623135779499998,-0.39242,0.046340000000000006,-0.21392,-0.198836635,-0.11835514,-0.102014495,TRUE,34.059408,-117.821333
116.3877492,26.875,988.5025,284.1918364232853,-10.00857873,3.631706501,1.5894324120499999,-0.3843,-0.00826,-0.19264,0.12782355109293472,0.2903137044536068,0.023365595,TRUE,34.059408,-117.821334
117.8179114,26.8125,988.59,283.379324,-9.670592538,3.1351958116499996,-0.821934563,-0.36862,-0.0259,-0.17864,0.18768834443634022,-0.420580716,-0.165391763,TRUE,34.059026,-117.821176
119.2399144,26.8125,988.475,283.1918211642634,-10.21137045,2.148754695,0.571286396,-0.38458,0.01694,-0.20048,0.478307482,0.2667953927829832,-0.206472451,TRUE,34.059021,-117.821188
120.6652882,26.75,988.5775,282.7543144884413,-7.846663511,2.1092731218999994,1.345962713,-0.39914,0.018340000000000002,-0.17752,-0.034208453,0.10354165787456361,0.11789699097221698,TRUE,34.059018,-117.821201
122.0817404,26.75,988.66,282.25430685893036,-11.86361445,3.2344979495499997,1.0995019846999998,-0.40474,0.04914,-0.1841,0.46196683638724917,-0.401185745,-0.107512282,TRUE,34.059013,-117.821216
122.1361845,26.5625,987.4575,284.1918364232853,-10.01097155,2.2289142518999996,1.945962979,-0.41174,0.09562,-0.24402,-0.118049707,0.2903137044536068,0.10384709049366261,TRUE,34.059008,-117.821231
123.5479772,26.625,988.6875,282.44180971999697,-8.20020305,1.2652049497499998,0.605982323,-0.40782,0.07154,-0.23982,-0.104152523,0.027183503099811684,0.15424347264499888,TRUE,34.059005,-117.821246
124.958415,26.5625,988.625,283.379324,-11.36949658,-0.066999033,1.4500504955999998,-0.37422,0.07602,-0.2618,0.22235494670407763,-0.687681542,0.029932396671702752,TRUE,34.059001,-117.82126
126.3866584,26.4375,988.3075,289.56691844052796,-9.436694129,1.433300737,0.723828837,-0.43134,0.16534000000000001,-0.21056,-0.039858957,-0.131946891,-0.062460971,TRUE,34.058998,-117.821271
127.7967563,26.5625,988.6,289.94192416266117,-12.03769229,2.6470600012500003,0.076570323,-0.41902,0.14854000000000003,-0.22246,0.653473089,0.4013384614960961,-0.131336026,TRUE,34.058996,-117.821286
129.2094274,26.5625,983.6125,332.94258030060274,-7.487740121,1.8999011443999998,-0.035892339,-0.44002,0.18550000000000003,-0.18732,-0.06123924,-0.315359179,0.1627955859797711,TRUE,34.058993,-117.821303
130.6359694,26.625,987.165,316.81733424887466,-11.56092239,3.463610714,1.1473584366999998,-0.44086,0.18074,-0.19544,0.027183503099811684,-0.226936436,-0.029321531,TRUE,34.058991,-117.821316
132.0489833,26.625,988.385,289.2544136720836,-8.34736164,2.669791816,1.8819549748999997,-0.4515,0.18102000000000001,-0.18368,0.17608190491057793,0.069791353,0.15134186276355832,TRUE,34.058991,-117.821331
133.4736412,26.625,987.495,294.5669947356374,-11.00219831,2.892324318,-0.929013374,-0.45542,0.19250000000000003,-0.18662,0.5302310267558774,-0.553443906,-0.065973446,TRUE,34.058991,-117.82134
134.8987932,26.5625,988.7175,281.5667963683528,-8.551947972,3.6071800694999996,-0.778863756,-0.48034,0.20118,-0.15106,0.088728176,0.077121736,-0.106137835,TRUE,34.058991,-117.821341
136.3121092,26.5,988.5375,282.6293125810636,-10.18624581,3.199203816,-2.173879332,-0.4977,0.24318000000000004,-0.09338,-0.549015133,0.5792529621212682,-0.046120325,TRUE,34.058993,-117.821341
137.6957312,26.5,988.495,283.62932784008547,-18.64068626,1.586441384,-3.026322383,-0.47642,0.29246000000000005,-0.10206,-0.685238081,-0.673478925,1.2519683056868325,TRUE,34.058993,-117.821341
139.0854824,26.5,988.415,283.379324,-19.59960992,2.4047867129999996,-3.019143916,-0.45486,0.36694000000000004,-0.05432,-0.588721373,-2.300060338,0.9796751257600672,TRUE,34.058988,-117.82135
140.4976623,26.4375,988.58,282.50431067368584,-17.83609966,-5.769095289,-2.900699197,-0.39354,0.4596200000000001,-0.02534,1.0080803593362748,0.8410087166891177,-1.471421643,TRUE,34.058984,-117.82136
141.9194453,26.4375,988.59,282.9418173495079,-14.99223,0.9014959145499999,-4.232903179,-0.48538,0.32830000000000004,-0.01638,0.3733913768485369,1.1244501872129968,-0.894917574,TRUE,34.058981,-117.821368
143.3294413,26.25,988.7075,282.8168154421302,-9.154341062,4.844269354,0.339780809,-0.50078,0.24654,0.012600000000000002,1.0122036996941115,-0.305127186,-0.111177473,TRUE,34.058981,-117.821381
144.7520523,26.25,988.4775,284.3793392843519,-10.77248735,-7.511668347,-10.69711343,-0.40754,-0.00854,0.22358,4.962669195120677,-0.616515742,0.2073887483682262,TRUE,34.05898,-117.821393
146.1866033,26.3125,988.4375,284.1918364232853,-10.10189881,-2.201396792,-5.947958778,-0.3465,-0.12586,0.19572000000000003,-3.431230043,1.4643966922701923,-0.05543602,TRUE,34.05898,-117.821408
147.6054802,26.5,987.4475,284.0043335622187,-8.915657008,5.7433724456499995,-1.611566021,-0.36106,-0.0637,-0.18634,-0.605672884,0.037110063220529434,-0.117591558,TRUE,34.058983,-117.821423
149.0332143,26.4375,988.32,284.1293354695964,-9.651449957,-1.04925271,-3.686741421,-0.31822,-0.1729,0.09842,2.504547476611863,-0.720973697,0.3984368516146556,TRUE,34.058984,-117.82144
150.4783592,26.4375,988.3675,284.62934309910736,-10.18146016,0.5623133109999999,-1.079761198,-0.42238,0.05838,0.23310000000000003,-2.184759524,-0.447153354,0.6233879755810747,TRUE,34.058988,-117.821458
151.9104502,26.5625,988.32,284.44184023804075,-7.7395847,-2.99102825,0.941575693,-0.43218,0.37170000000000003,0.16142,-0.177609068,0.2838996194525277,-0.109039445,TRUE,34.058993,-117.821475
153.3297641,26.5,988.335,285.06684977492944,-6.927819633,3.291925692,1.9728822336999998,-0.49602,0.26670000000000005,0.02772,-0.254883521,0.2107485071783153,0.26038130778190405,TRUE,34.059,-117.821484
154.7573743,26.1875,988.2275,285.25435263599604,-6.735795619,-8.555537206,-0.726819865,-0.0973,0.5649000000000001,0.13986,0.2768746692132505,0.5241223743738972,0.5096143249666943,TRUE,34.059006,-117.821501
156.1793993,25.9375,988.31,285.1918516823072,-1.14137638,1.791027716,0.876969483,-0.47586,0.19222000000000003,0.17178000000000002,0.18341228776895413,0.6646213791594408,-1.401783005,TRUE,34.059016,-117.821516
157.6143494,25.875,988.2475,285.5668574044404,-0.409172665,1.0773683756499999,3.2195428083000004,-0.36078,0.22302000000000002,0.32648,0.051923545,-0.619722784,0.005039638,TRUE,34.059026,-117.821533
159.0350583,25.8125,988.1125,286.3793698023957,-6.444469467,-1.411167128,-12.71665571,-0.2289,0.35574,0.37996,-1.51082245,-2.376265777,1.0442741246995073,TRUE,34.059036,-117.821543
160.4551082,25.75,988.1975,285.5043564507515,-12.64307641,0.505483774,-15.78186146,-0.12586,0.3493,0.40796000000000004,0.42913282983410583,-1.367421836,0.053297992032776846,TRUE,34.059048,-117.821553
161.8891263,25.6875,988.205,285.5668574044404,-6.411568157,1.6624135013499999,-11.67099223,-0.2583,0.21378000000000003,0.4148200000000001,0.71135257,0.9839511824274533,-0.607963628,TRUE,34.059056,-117.821563
163.3197362,25.6875,988.2025,285.9418631265736,-5.455635528,1.587637795,-7.194619353,-0.12026,0.27090000000000003,0.43792000000000003,-0.009162979,-0.452040276,-0.494800843,TRUE,34.059061,-117.821571
164.7392271,25.75,988.1075,286.44187075608454,-10.67438162,-0.492921456,-11.7421787,-0.22162,0.32886000000000004,0.39452000000000004,-0.890030652,-1.577559478,0.31093040624278984,TRUE,34.059068,-117.821581
166.1670535,25.75,988.0425,286.81687647821775,-9.310472737,-4.298107595,-10.42433166,-0.25466,0.36498,0.35322000000000003,-0.628274897,-2.184301375,0.37048976696709635,TRUE,34.059076,-117.821588
167.6083024,25.5625,987.9725,287.81689173723964,-4.58345169,-0.112462662,-2.091925158,-0.35742,0.22246000000000002,0.32214000000000004,0.21624629432209744,-1.20004476,1.2366966747318822,TRUE,34.059085,-117.8216
169.0244935,25.5,988.105,286.8793774319066,-2.861217624,-0.050249275,0.45762732224999997,-0.26614,0.20370000000000002,0.39844000000000007,-0.327576484,-0.279165414,0.5581781114034365,TRUE,34.059091,-117.821605
170.4499903,25.4375,988.1575,286.06686503395133,-3.346362406,0.9625128908499999,0.084945202,-0.27622,0.19950000000000004,0.40796000000000004,0.7927503628714745,0.5948300256953175,-0.089491757,TRUE,34.059096,-117.82161
171.8788834,25.3125,988.1875,286.3168688487068,-5.182255546,0.5868397426499999,-13.33400394,-0.13594,0.20818,0.45304,0.3837760858979032,0.045204028,-0.227089152,TRUE,34.059103,-117.821611
173.2892132,25.375,988.145,286.3168688487068,-10.05105133,-1.316650636,-8.967700899,-0.20398,0.27846000000000004,0.40222,0.9042332688426122,0.9611964523045772,-0.607352763,TRUE,34.059109,-117.821615
174.714169,25.375,988.1675,286.5668726634623,-4.543371912,1.18265257,-0.446261415,-0.31654,0.18298000000000003,0.36736,0.3249803067213442,0.7890851714422864,-1.073290224,TRUE,34.059113,-117.821635
176.1361172,25.625,988.095,286.5043717097734,-9.655637397,-0.207577361,-10.13480012,-0.1211,0.24850000000000003,0.44296,-0.05253441,1.1204795631647098,-0.17088955,TRUE,34.059109,-117.821615
177.5525711,25.5,988.1025,286.5668726634623,-7.92383204,-5.815157124,-11.03749245,-0.08386,0.39466,0.37926000000000004,0.18356500407850365,0.3972151211382595,-0.558788977,TRUE,34.059106,-117.821595
178.9760151,25.5,988.1025,286.7543755245289,-9.608977356,0.710668312,-12.35414308,-0.09758,0.37114,0.39466,-0.819933866,-0.070860368,-0.187993777,TRUE,34.059105,-117.821593
180.4108515,25.5,988.0125,286.81687647821775,-5.984449323,-1.250848014,-4.059423541,-0.29778,0.32326000000000005,0.3353,-0.181885125,-0.843452178,1.076955414943101,TRUE,34.059101,-117.821623
181.8366382,25.5,988.13,286.6918746,-8.774480474,-0.454636294,-4.763511591,-0.31766,0.36946,0.31318,0.053908857,-0.282983322,-0.61162882,TRUE,34.059106,-117.821615
183.2639201,25.4375,988.115,286.6918746,-6.975077879,0.798006337,-6.040680654,-0.24738,0.36498,0.3483200000000001,0.001069014,-0.231365209,-0.193033415,TRUE,34.059113,-117.821608
